Diameter_cm,Longitude,Latitude,Height_m,Volume_cum,SubPlot,x2,x3,DBHClass,Diameter_in,Height_ft,Volume_cuft,CC
30,1653,4551,13.7,0.375,A1,69,0,3,11.81102362,44.947508,13.24300002,S
36,1654,2501,18.3,0.697,C1,58,2,4,14.17322835,60.039372,24.6143227,S
27,1654,2550,17.4,0.421,C1,59,0,3,10.62992126,57.086616,14.86747469,S
27,1655,3892,22.6,0.478,B1,17,4,3,10.62992126,74.146984,16.88041069,D
39,1656,3061,21.9,1.049,B1,110,0,4,15.35433071,71.850396,37.04508538,D
42,1658,2251,28.3,1.923,C1,80,0,4,16.53543307,92.847772,67.91010409,D
54,1665,1036,22.6,2.907,D1,134,0,5,21.25984252,74.146984,102.6597361,D
75,1665,2468,38.3,4.761,C1,60,0,8,29.52755906,125.656172,168.1331282,D
38,1668,1873,22.6,1.034,D1,27,0,4,14.96062992,74.146984,36.51536538,D
33,1672,2195,28.3,1.126,C1,113,0,3,12.99212598,92.847772,39.76431472,D
42,1672,4852,32.9,2.139,A1,16,0,4,16.53543307,107.939636,75.5380721,D
26,1673,1685,20.7,0.564,D1,43,0,3,10.23622047,67.913388,19.91747203,D
35,1676,1377,27.1,1.267,D1,91,0,4,13.77952756,88.910764,44.74368272,D
34,1681,2978,21.3,0.912,C1,11,0,3,13.38582677,69.881892,32.20697604,D
34,1683,1289,17.1,0.564,D1,89,0,3,13.38582677,56.102364,19.91747203,S
27,1684,2924,13.1,0.39,C1,15,0,3,10.62992126,42.979004,13.77272002,S
26,1685,1894,16.5,0.366,D1,26,0,3,10.23622047,54.13386,12.92516802,S
34,1687,3351,25.3,0.656,B1,81,0,3,13.38582677,83.005252,23.16642136,D
60,1688,4362,31,3.431,A1,87,14,6,23.62204724,101.70604,121.1646215,D
46,1690,3705,26.8,1.918,B1,30,0,5,18.11023622,87.926512,67.73353075,D
33,1691,2249,28.3,0.981,C1,79,0,3,12.99212598,92.847772,34.64368804,D
47,1692,1949,22.6,1.815,D1,25,0,5,18.50393701,74.146984,64.09612008,D
32,1693,4090,23.2,0.888,A1,117,0,3,12.5984252,76.115488,31.35942404,D
38,1695,3391,22.3,0.967,B1,80,0,4,14.96062992,73.162732,34.14928271,D
30,1699,4300,16.2,0.517,A1,88,0,3,11.81102362,53.149608,18.25768269,S
49,1700,4863,18.3,1.269,A1,17,0,5,19.29133858,60.039372,44.81431206,S
36,1703,3236,24.1,0.964,B1,85,0,4,14.17322835,79.068244,34.04333871,D
25,1703,4698,21,0.461,A1,36,0,3,9.842519685,68.89764,16.28006135,D
37,1706,1160,17.7,0.616,D1,136,0,4,14.56692913,58.070868,21.75383469,S
27,1707,1378,19.1,0.466,D1,90,0,3,10.62992126,62.664044,16.45663469,S
27,1708,1942,18.7,0.468,D1,29,0,3,10.62992126,61.351708,16.52726402,S
27,1709,3301,24.4,0.543,B1,82,4,3,10.62992126,80.052496,19.17586402,D
52,1714,2422,19.9,1.676,C1,61,0,5,20.47244094,65.288716,59.18738141,S
68,1714,2575,27.6,2.703,C1,62,8,7,26.77165354,90.551184,95.45554412,D
42,1715,2872,24.1,1.418,C1,13,12,4,16.53543307,79.068244,50.0761974,D
35,1716,3038,22.3,0.992,B1,111,0,4,13.77952756,73.162732,35.03214938,D
64,1717,3378,46.9,5.116,B1,78,12,6,25.19685039,153.871396,180.6698349,D
49,1721,3325,26.5,2.421,B1,79,8,5,19.29133858,86.94226,85.49680811,D
69,1729,1291,16.8,2.624,D1,88,0,7,27.16535433,55.118112,92.66568545,S
25,1729,4935,22.3,0.395,A1,18,0,3,9.842519685,73.162732,13.94929335,D
30,1731,1449,24.1,0.812,D1,75,0,3,11.81102362,79.068244,28.67550937,D
39,1731,1963,22.5,1.128,D1,28,0,4,15.35433071,73.8189,39.83494405,D
38,1734,2990,21.9,1.192,C1,12,0,4,14.96062992,71.850396,42.09508272,D
31,1734,4359,19.2,0.591,A1,86,0,3,12.20472441,62.992128,20.87096803,S
25,1738,1091,20.7,0.407,D1,135,0,3,9.842519685,67.913388,14.37306935,D
73,1744,2191,27.4,4.966,C1,114,0,7,28.74015748,89.895016,175.3726349,D
38,1748,2904,24.4,1.102,C1,14,0,4,14.96062992,80.052496,38.91676272,D
27,1751,3416,22.6,0.486,B1,65,0,3,10.62992126,74.146984,17.16292802,D
26,1752,4433,19.8,0.51,A1,71,0,3,10.23622047,64.960632,18.01048002,S
25,1753,1846,20.1,0.362,D1,30,0,3,9.842519685,65.944884,12.78390935,D
26,1753,3029,21,0.491,B1,113,0,3,10.23622047,68.89764,17.33950136,D
33,1753,4751,16.8,0.687,A1,35,0,3,12.99212598,55.118112,24.26117603,S
43,1760,4613,25.6,1.389,A1,33,0,4,16.92913386,83.989504,49.05207206,D
32,1762,1214,21.3,0.636,D1,87,0,3,12.5984252,69.881892,22.46012803,D
88,1762,4695,51.7,8.94,A1,34,0,9,34.64566929,169.619428,315.7131204,D
29,1763,3100,23.2,0.773,B1,112,0,3,11.41732283,76.115488,27.29823737,D
27,1768,1743,21,0.619,D1,42,0,3,10.62992126,68.89764,21.85977869,D
70,1768,4985,43,5.679,A1,19,0,7,27.55905512,141.07612,200.5519923,D
25,1770,2538,14.9,0.276,C1,63,0,3,9.842519685,48.884516,9.746848012,S
36,1771,2139,15.8,0.518,C1,115,0,4,14.17322835,51.837272,18.29299736,S
25,1779,2813,15.8,0.353,C1,17,0,3,9.842519685,51.837272,12.46607735,S
25,1779,2827,12.8,0.228,C1,16,0,3,9.842519685,41.994752,8.05174401,S
38,1780,2722,24.7,1.391,C1,29,0,4,14.96062992,81.036748,49.1227014,D
38,1783,3797,22.3,1.237,B1,29,0,4,14.96062992,73.162732,43.68424272,D
42,1796,3499,19,0.9,B1,66,0,4,16.53543307,62.33596,31.78320004,S
25,1798,4952,19.2,0.477,A1,20,0,3,9.842519685,62.992128,16.84509602,S
38,1799,1199,23.2,1.057,D1,86,0,4,14.96062992,76.115488,37.32760271,D
82,1802,2268,57.8,8.357,C1,77,0,8,32.28346457,189.632552,295.1246697,D
34,1802,4686,26.2,1.078,A1,32,0,3,13.38582677,85.958008,38.06921072,D
31,1803,3288,25.6,0.865,B1,77,0,3,12.20472441,83.989504,30.54718671,D
31,1803,3797,20.1,0.861,B1,28,0,3,12.20472441,65.944884,30.40592804,D
25,1804,3051,16.5,0.322,B1,114,0,3,9.842519685,54.13386,11.37132268,S
110,1806,4297,57.3,17.04,A1,85,12,11,43.30708661,187.992132,601.7619208,D
43,1807,1422,32.6,1.92,D1,77,5,4,16.92913386,106.955384,67.80416009,D
37,1807,4588,21.6,1.034,A1,73,0,4,14.56692913,70.866144,36.51536538,D
40,1807,4814,23.5,1.207,A1,21,4,4,15.7480315,77.09974,42.62480272,D
45,1808,1408,24.1,1.392,D1,78,0,5,17.71653543,79.068244,49.15801606,D
57,1809,3714,25.3,3.31,B1,27,0,6,22.44094488,83.005252,116.8915468,D
26,1811,3993,18.6,0.428,B1,19,0,3,10.23622047,61.023624,15.11467735,S
45,1812,4010,25.9,2.191,A1,118,0,5,17.71653543,84.973756,77.37443476,D
25,1816,2591,16.5,0.33,C1,65,0,3,9.842519685,54.13386,11.65384001,S
33,1818,4020,19.8,0.729,A1,119,0,3,12.99212598,64.960632,25.74439203,S
45,1819,3933,25,1.559,B1,18,0,5,17.71653543,82.021,55.0555654,D
26,1820,1731,17.4,0.414,D1,41,0,3,10.23622047,57.086616,14.62027202,S
30,1821,3457,23.8,0.605,B1,67,0,3,11.81102362,78.083992,21.36537336,D
31,1821,4347,19.5,0.673,A1,84,0,3,12.20472441,63.97638,23.7667707,S
29,1822,3852,16.5,0.556,B1,115,4,3,11.41732283,54.13386,19.63495469,S
86,1829,4310,51.8,7.662,A1,82,0,9,33.85826772,169.947512,270.5809763,D
43,1830,2468,25.3,1.651,C1,67,0,4,16.92913386,83.005252,58.30451474,D
28,1831,1553,17.4,0.477,D1,76,0,3,11.02362205,57.086616,16.84509602,S
72,1831,2513,42.5,4.457,C1,64,0,7,28.34645669,139.4357,157.3974695,D
34,1838,2263,18.9,0.675,C1,75,0,3,13.38582677,62.007876,23.83740003,S
27,1839,1009,21.3,0.504,D1,140,0,3,10.62992126,69.881892,17.79859202,D
25,1846,1098,17.1,0.377,D1,139,0,3,9.842519685,56.102364,13.31362935,S
28,1848,2247,16.5,0.389,C1,76,12,3,11.02362205,54.13386,13.73740535,S
34,1850,1032,20.7,0.942,D1,138,0,3,13.38582677,67.913388,33.26641604,D
30,1850,3282,23.8,0.74,B1,76,0,3,11.81102362,78.083992,26.13285337,D
32,1851,4412,20.7,0.606,A1,72,0,3,12.5984252,67.913388,21.40068803,D
27,1853,4501,22.5,0.497,A1,75,0,3,10.62992126,73.8189,17.55138936,D
31,1857,4872,22.3,0.802,A1,22,0,3,12.20472441,73.162732,28.3223627,D
44,1858,1770,23.5,1.468,D1,40,0,4,17.32283465,77.09974,51.84193073,D
25,1861,1980,17.7,0.393,D1,31,0,3,9.842519685,58.070868,13.87866402,S
44,1861,3695,21,1.705,B1,26,4,4,17.32283465,68.89764,60.21150674,D
34,1870,2357,20.1,0.738,C1,73,0,3,13.38582677,65.944884,26.06222403,D
67,1872,4875,25,3.998,A1,23,12,7,26.37795276,82.021,141.1880375,D
35,1873,2253,20.7,0.977,C1,74,0,4,13.77952756,67.913388,34.50242938,D
34,1874,2305,25.6,0.977,C1,72,0,3,13.38582677,83.989504,34.50242938,D
38,1875,1186,27.1,1.402,D1,141,0,4,14.96062992,88.910764,49.51116273,D
33,1877,1845,19.2,0.66,D1,33,0,3,12.99212598,62.992128,23.30768003,S
26,1877,3548,18,0.463,B1,68,0,3,10.23622047,59.05512,16.35069069,S
38,1879,1295,23.2,0.919,D1,85,0,4,14.96062992,76.115488,32.45417871,D
26,1881,1917,22.8,0.617,D1,32,0,3,10.23622047,74.803152,21.78914936,D
37,1882,2674,23.2,1.128,C1,25,0,4,14.56692913,76.115488,39.83494405,D
27,1882,2921,18.3,0.509,C1,18,0,3,10.62992126,60.039372,17.97516536,S
35,1882,4220,26.5,1.192,A1,83,0,4,13.77952756,86.94226,42.09508272,D
56,1884,2398,22.9,1.862,C1,70,0,6,22.04724409,75.131236,65.75590942,D
25,1885,2834,11,0.271,C1,21,4,3,9.842519685,36.08924,9.570274679,S
25,1886,2472,18.3,0.396,C1,66,0,3,9.842519685,60.039372,13.98460802,S
36,1889,1653,26.7,1.215,D1,39,5,4,14.17322835,87.598428,42.90732005,D
33,1890,2625,22.3,0.741,C1,28,0,3,12.99212598,73.162732,26.16816803,D
37,1893,3692,24.4,1.151,B1,25,0,4,14.56692913,80.052496,40.64718138,D
30,1893,4714,21.3,0.708,A1,31,0,3,11.81102362,69.881892,25.00278403,D
45,1897,4149,25.9,1.75,A1,121,0,5,17.71653543,84.973756,61.80066675,D
37,1899,2964,21.3,1.165,C1,19,0,4,14.56692913,69.881892,41.14158672,D
36,1899,3472,20.1,0.945,B1,70,0,4,14.17322835,65.944884,33.37236004,D
48,1900,2467,23.2,1.846,C1,68,7,5,18.8976378,76.115488,65.19087475,D
36,1901,1257,23.9,0.824,D1,83,5,4,14.17322835,78.412076,29.09928537,D
27,1901,4102,22.6,0.596,A1,120,0,3,10.62992126,74.146984,21.04754136,D
40,1902,3613,21.4,1.065,B1,24,0,4,15.7480315,70.209976,37.61012005,D
68,1902,4465,34.5,3.593,A1,74,0,7,26.77165354,113.18898,126.8855975,D
53,1903,3416,22.9,2.202,B1,73,0,5,20.86614173,75.131236,77.7628961,D
57,1907,1312,22.3,2.693,D1,81,0,6,22.44094488,73.162732,95.10239745,D
25,1909,4343,27.7,0.589,A1,81,0,3,9.842519685,90.879268,20.80033869,D
35,1911,2932,25.3,0.925,C1,20,0,4,13.77952756,83.005252,32.66606671,D
36,1913,2701,28.3,1.319,C1,26,0,4,14.17322835,92.847772,46.58004539,D
50,1918,4427,26.5,2.576,A1,78,0,5,19.68503937,86.94226,90.97058145,D
28,1920,1496,23.8,0.658,D1,79,0,3,11.02362205,78.083992,23.2370507,D
35,1920,3317,23.8,0.977,B1,74,0,4,13.77952756,78.083992,34.50242938,D
83,1925,4534,23.5,5.054,A1,77,2,8,32.67716535,77.09974,178.4803256,D
28,1926,1207,16.8,0.368,D1,84,5,3,11.02362205,55.118112,12.99579735,S
31,1927,2069,19.5,0.673,C1,117,0,3,12.20472441,63.97638,23.7667707,S
26,1931,2628,16.8,0.417,C1,27,0,3,10.23622047,55.118112,14.72621602,S
51,1937,1136,21.9,1.632,D1,142,2,5,20.07874016,71.850396,57.63353607,D
80,1937,1669,46.8,8.926,D1,38,0,8,31.49606299,153.543312,315.2187151,D
42,1937,2829,26.2,1.573,C1,23,0,4,16.53543307,85.958008,55.54997074,D
42,1939,4616,25.6,1.566,A1,30,0,4,16.53543307,83.989504,55.30276807,D
26,1940,1448,21.3,0.538,D1,80,0,3,10.23622047,69.881892,18.99929069,D
27,1940,2300,15.5,0.362,C1,71,0,3,10.62992126,50.85302,12.78390935,S
25,1941,1154,21.3,0.486,D1,143,0,3,9.842519685,69.881892,17.16292802,D
60,1941,4987,37.2,3.092,A1,24,2,6,23.62204724,122.047248,109.1929495,D
57,1945,1782,21.3,1.975,D1,36,0,6,22.44094488,69.881892,69.74646676,D
31,1949,2010,19.5,0.716,C1,119,0,3,12.20472441,63.97638,25.28530137,S
64,1950,1255,26.5,3.492,D1,82,0,6,25.19685039,86.94226,123.3188162,D
42,1950,2922,24.1,1.435,C1,22,0,4,16.53543307,79.068244,50.67654673,D
32,1950,3954,23.2,0.703,B1,20,0,3,12.5984252,76.115488,24.8262107,D
43,1951,4717,21.9,1.775,A1,28,0,4,16.92913386,71.850396,62.68353341,D
26,1952,1922,21.3,0.437,D1,34,0,3,10.23622047,69.881892,15.43250935,D
51,1952,3204,29.8,2.723,B1,75,0,5,20.07874016,97.769032,96.16183746,D
37,1953,3554,19.8,1.132,B1,69,0,4,14.56692913,64.960632,39.97620272,S
26,1953,4463,18,0.393,A1,76,0,3,10.23622047,59.05512,13.87866402,S
38,1957,3687,19.8,1.048,B1,23,0,4,14.96062992,64.960632,37.00977071,S
37,1960,2982,18.9,0.801,C1,24,0,4,14.56692913,62.007876,28.28704804,S
26,1962,2066,17.6,0.44,C1,120,0,3,10.23622047,57.742784,15.53845335,S
27,1964,1169,18.9,0.438,D1,144,0,3,10.62992126,62.007876,15.46782402,S
26,1966,4540,15.8,0.353,A1,79,0,3,10.23622047,51.837272,12.46607735,S
40,1967,1746,22,1.253,D1,37,0,4,15.7480315,72.17848,44.24927739,D
29,1969,4939,21.3,0.59,A1,25,0,3,11.41732283,69.881892,20.83565336,D
45,1971,4652,24.4,1.627,A1,29,0,5,17.71653543,80.052496,57.45696274,D
37,1976,4087,21.3,1.034,A1,123,3,4,14.56692913,69.881892,36.51536538,D
38,1977,2065,25.3,1.25,C1,121,0,4,14.96062992,83.005252,44.14333339,D
37,1980,4152,13.7,0.621,A1,122,0,4,14.56692913,44.947508,21.93040803,S
34,1982,2500,17.4,0.809,C1,69,0,3,13.38582677,57.086616,28.56956537,S
42,1989,3964,29.9,1.733,B1,21,0,4,16.53543307,98.097116,61.20031741,D
68,1989,4869,29.3,4.488,A1,26,0,7,26.77165354,96.128612,158.4922242,D
40,1991,1829,20.7,1.237,D1,35,0,4,15.7480315,67.913388,43.68424272,D
27,1992,3432,18.3,0.326,B1,72,0,3,10.62992126,60.039372,11.51258135,S
47,1992,4386,24.1,2.022,A1,80,0,5,18.50393701,79.068244,71.40625609,D
40,1995,3943,29.2,1.919,B1,22,0,4,15.7480315,95.800528,67.76884542,D
67,1996,2100,34.9,3.555,C1,118,0,7,26.37795276,114.501316,125.5436402,D
35,1999,3519,21,0.917,B1,71,0,4,13.77952756,68.89764,32.38354937,D
30,1999,4889,21.6,0.554,A1,27,0,3,11.81102362,70.866144,19.56432536,D
27,2001,1751,17.4,0.474,D2,43,0,3,10.62992126,57.086616,16.73915202,S
36,2003,4047,28.3,1.451,A2,104,0,4,14.17322835,92.847772,51.2415814,D
31,2005,4878,14.3,0.414,A2,1,0,3,12.20472441,46.916012,14.62027202,S
32,2007,2308,22.9,0.981,C2,94,0,3,12.5984252,75.131236,34.64368804,D
31,2011,1870,19.8,0.819,D2,1,0,3,12.20472441,64.960632,28.92271204,S
51,2013,3901,26.5,2.022,B2,1,0,5,20.07874016,86.94226,71.40625609,D
53,2017,1416,26.2,2.436,D2,45,0,5,20.86614173,85.958008,86.02652811,D
27,2017,3649,20.1,0.471,B2,40,0,3,10.62992126,65.944884,16.63320802,D
41,2017,4960,25.6,1.388,A2,2,2,4,16.14173228,83.989504,49.0167574,D
41,2020,4162,23.8,1.448,A2,100,0,4,16.14173228,78.083992,51.1356374,D
42,2024,1549,26.2,1.68,D2,44,0,4,16.53543307,85.958008,59.32864008,D
27,2029,3834,20.1,0.462,B2,2,0,3,10.62992126,65.944884,16.31537602,D
50,2029,4419,25.3,1.665,A2,61,0,5,19.68503937,83.005252,58.79892007,D
27,2030,2832,17.7,0.41,C2,2,0,3,10.62992126,58.070868,14.47901335,S
25,2030,3222,15.5,0.396,B2,93,0,3,9.842519685,50.85302,13.98460802,S
41,2031,3163,15.5,0.784,B2,94,8,4,16.14173228,50.85302,27.6866987,S
36,2034,3908,15.8,0.708,B2,5,12,4,14.17322835,51.837272,25.00278403,S
39,2035,1784,22.6,1.408,D2,42,0,4,15.35433071,74.146984,49.72305073,D
33,2036,4381,25.5,0.898,A2,99,0,3,12.99212598,83.66142,31.71257071,D
62,2036,4417,19.8,1.995,A2,62,0,6,24.40944882,64.960632,70.45276009,S
39,2038,4287,22.9,1.267,A2,98,0,4,15.35433071,75.131236,44.74368272,D
25,2039,2661,14.3,0.277,C2,51,0,3,9.842519685,46.916012,9.782162679,S
25,2048,2634,23.8,0.562,C2,50,0,3,9.842519685,78.083992,19.84684269,D
42,2050,2915,27.5,1.588,C2,1,0,4,16.53543307,90.2231,56.07969074,D
34,2050,3463,20.4,0.751,B2,43,0,3,13.38582677,66.929136,26.5213147,D
49,2051,1837,31.7,1.945,D2,2,2,5,19.29133858,104.002628,68.68702675,D
73,2052,3250,52.6,6.241,B2,92,0,7,28.74015748,172.572184,220.3988349,D
27,2053,2847,20.4,0.431,C2,3,3,3,10.62992126,66.929136,15.22062135,D
48,2055,1312,28,1.582,D2,90,0,5,18.8976378,91.86352,55.86780274,D
68,2056,3702,27.6,2.703,B2,39,12,7,26.77165354,90.551184,95.45554412,D
29,2061,2609,18.9,0.494,C2,49,0,3,11.41732283,62.007876,17.44544536,S
36,2063,4498,26.8,1.237,A2,59,0,4,14.17322835,87.926512,43.68424272,D
32,2063,4564,23.5,0.842,A2,58,0,3,12.5984252,77.09974,29.73494937,D
70,2063,4831,32.7,4.313,A2,5,0,7,27.55905512,107.283468,152.3121575,D
47,2073,3708,19.8,1.766,B2,38,0,5,18.50393701,64.960632,62.36570141,S
34,2079,3803,23.5,0.909,B2,4,0,3,13.38582677,77.09974,32.10103204,D
30,2088,2785,16.2,0.465,C2,46,0,3,11.81102362,53.149608,16.42132002,S
29,2089,2025,18.9,0.4,C2,96,0,3,11.41732283,62.007876,14.12586668,S
40,2091,2674,26.8,1.57,C2,47,0,4,15.7480315,87.926512,55.44402674,D
27,2095,1495,14,0.41,D2,46,0,3,10.62992126,45.93176,14.47901335,S
36,2098,2652,25.6,1.161,C2,48,0,4,14.17322835,83.989504,41.00032805,D
31,2099,3586,19.5,0.658,B2,41,0,3,12.20472441,63.97638,23.2370507,S
30,2100,3513,18.6,0.522,B2,42,0,3,11.81102362,61.023624,18.43425602,S
26,2100,3867,22.3,0.513,B2,3,0,3,10.23622047,73.162732,18.11642402,D
25,2101,2597,20.1,0.473,C2,52,0,3,9.842519685,65.944884,16.70383735,D
35,2103,4886,20.7,0.634,A2,4,4,4,13.77952756,67.913388,22.3894987,D
29,2109,3141,24.1,0.616,B2,97,0,3,11.41732283,79.068244,21.75383469,D
26,2109,3184,18.3,0.376,B2,95,0,3,10.23622047,60.039372,13.27831468,S
26,2109,3386,21.3,0.554,B2,90,0,3,10.23622047,69.881892,19.56432536,D
45,2109,4965,20.7,1.141,A2,3,0,5,17.71653543,67.913388,40.29403472,D
27,2110,4139,15.5,0.502,A2,101,0,3,10.62992126,50.85302,17.72796269,S
29,2111,4109,22.6,0.75,A2,102,4,3,11.41732283,74.146984,26.48600003,D
34,2113,3307,21.6,0.915,B2,91,0,3,13.38582677,70.866144,32.31292004,D
34,2114,4035,24.7,0.686,A2,103,4,3,13.38582677,81.036748,24.22586136,D
45,2117,4628,26.5,1.326,A2,57,0,5,17.71653543,86.94226,46.82724806,D
45,2119,2196,21.9,1.45,C2,95,0,5,17.71653543,71.850396,51.20626673,D
81,2120,2566,43.8,5.649,C2,53,2,8,31.88976378,143.700792,199.4925523,D
35,2121,4701,17.7,0.774,A2,56,10,4,13.77952756,58.070868,27.33355203,S
49,2121,4911,25.3,1.981,A2,6,0,5,19.29133858,83.005252,69.95835476,D
36,2123,3191,27.2,1.043,B2,96,0,4,14.17322835,89.238848,36.83319738,D
30,2127,2373,19.5,0.633,C2,91,0,3,11.81102362,63.97638,22.35418403,S
58,2130,2392,19.8,2.794,C2,92,0,6,22.83464567,64.960632,98.66917879,S
26,2136,3425,23.2,0.542,B2,44,0,3,10.23622047,76.115488,19.14054936,D
51,2138,2288,25.3,2.305,C2,89,0,5,20.07874016,83.005252,81.40030677,D
29,2138,2719,17.7,0.521,C2,45,0,3,11.41732283,58.070868,18.39894136,S
47,2138,4032,25.6,1.802,A2,105,0,5,18.50393701,83.989504,63.63702941,D
26,2139,1389,17.4,0.365,D2,91,0,3,10.23622047,57.086616,12.88985335,S
57,2139,2831,24.4,3.019,C2,4,0,6,22.44094488,80.052496,106.6149788,D
47,2140,3653,22.6,1.452,B2,37,0,5,18.50393701,74.146984,51.27689607,D
33,2146,2341,20.1,0.614,C2,90,0,3,12.99212598,65.944884,21.68320536,D
165,2150,3318,64.4,34.271,B2,89,0,13,64.96062992,211.286096,1210.268943,D
39,2150,4497,23.2,1.287,A2,60,0,4,15.35433071,76.115488,45.44997606,D
33,2151,4963,26.2,1.158,A2,7,4,3,12.99212598,85.958008,40.89438405,D
36,2157,3086,14.9,0.716,B2,98,0,4,14.17322835,48.884516,25.28530137,S
68,2158,2206,28.3,4.738,C2,88,0,7,26.77165354,92.847772,167.3208909,D
59,2159,1762,17.4,1.75,D2,41,0,6,23.22834646,57.086616,61.80066675,S
28,2163,4928,18.3,0.592,A2,9,0,3,11.02362205,60.039372,20.90628269,S
29,2165,4309,27.4,0.761,A2,97,0,3,11.41732283,89.895016,26.87446137,D
57,2168,1342,36,2.854,D2,89,0,6,22.44094488,118.11024,100.7880588,D
79,2169,4699,23.2,5.798,A2,53,0,8,31.1023622,76.115488,204.7544376,D
32,2169,4776,25.6,0.846,A2,55,0,3,12.5984252,83.989504,29.87620804,D
38,2177,4186,28.3,1.487,A2,109,0,4,14.96062992,92.847772,52.5129094,D
29,2177,4940,20.1,0.55,A2,8,0,3,11.41732283,65.944884,19.42306669,D
30,2182,2238,24.3,0.747,C2,87,0,3,11.81102362,79.724412,26.38005603,D
66,2186,3622,25.9,3.906,B2,36,0,7,25.98425197,84.973756,137.9390882,D
27,2190,2548,19.8,0.48,C2,54,0,3,10.62992126,64.960632,16.95104002,S
29,2199,3119,24.1,0.774,B2,99,0,3,11.41732283,79.068244,27.33355203,D
78,2200,2666,38.5,4.927,C2,44,8,8,30.70866142,126.31234,173.9953629,D
82,2201,4169,47.2,7.719,A2,107,2,8,32.28346457,154.855648,272.5939123,D
35,2202,1264,22.6,1.098,D2,87,0,4,13.77952756,74.146984,38.77550405,D
33,2202,3551,20.4,0.812,B2,46,0,3,12.99212598,66.929136,28.67550937,D
27,2202,4790,21,0.599,A2,54,0,3,10.62992126,68.89764,21.15348536,D
36,2205,4937,21.6,0.776,A2,10,0,4,14.17322835,70.866144,27.40418137,D
26,2207,2260,16.5,0.38,C2,93,0,3,10.23622047,54.13386,13.41957335,S
26,2215,3088,19.8,0.338,B2,100,0,3,10.23622047,64.960632,11.93635735,S
25,2215,3719,18,0.378,B2,34,0,3,9.842519685,59.05512,13.34894402,S
50,2220,4339,22.9,2.279,A2,96,0,5,19.68503937,75.131236,80.48212544,D
29,2224,2903,21.9,0.617,C2,5,0,3,11.41732283,71.850396,21.78914936,D
25,2226,3388,16.8,0.385,B2,88,0,3,9.842519685,55.118112,13.59614668,S
36,2227,1360,21.6,0.961,D2,88,0,4,14.17322835,70.866144,33.93739471,D
37,2227,2289,25,1.284,C2,86,0,4,14.56692913,82.021,45.34403206,D
37,2227,3839,20.1,1.006,B2,6,0,4,14.56692913,65.944884,35.52655471,D
51,2229,3440,30.5,3.038,B2,45,0,5,20.07874016,100.06562,107.2859575,D
87,2232,3892,38.2,7.146,B2,7,0,9,34.2519685,125.328088,252.3586083,D
102,2234,1518,43.8,11.075,D2,47,3,10,40.15748031,143.700792,391.1099338,D
100,2235,4344,47.6,9.201,A2,95,0,10,39.37007874,156.167984,324.9302484,D
25,2236,1073,15.8,0.34,D2,92,0,3,9.842519685,51.837272,12.00698668,S
27,2236,2288,18.9,0.538,C2,85,0,3,10.62992126,62.007876,18.99929069,S
30,2238,3743,21.6,0.66,B2,35,0,3,11.81102362,70.866144,23.30768003,D
54,2238,4970,18.9,1.667,A2,11,4,5,21.25984252,62.007876,58.86954941,S
31,2239,1608,22.6,0.718,D2,40,0,3,12.20472441,74.146984,25.3559307,D
36,2249,3902,21.6,0.966,B2,8,12,4,14.17322835,70.866144,34.11396804,D
39,2251,2486,20.7,1.31,C2,55,0,4,15.35433071,67.913388,46.26221339,D
31,2253,1225,18.9,0.656,D2,86,0,3,12.20472441,62.007876,23.16642136,S
35,2258,3579,17.4,0.939,B2,47,0,4,13.77952756,57.086616,33.16047204,S
54,2264,1497,30.2,3.51,D2,48,0,5,21.25984252,99.081368,123.9544802,D
38,2265,1458,20.7,0.867,D2,49,0,4,14.96062992,67.913388,30.61781604,D
39,2266,4192,20.4,0.961,A2,111,0,4,15.35433071,66.929136,33.93739471,D
49,2275,2496,28.7,2.325,C2,56,0,5,19.29133858,94.160108,82.1066001,D
54,2278,1376,24.1,2.441,D2,85,0,5,21.25984252,79.068244,86.20310144,D
27,2286,3679,26.1,0.714,B2,33,0,3,10.62992126,85.629924,25.21467203,D
26,2287,1787,20.1,0.463,D2,39,0,3,10.23622047,65.944884,16.35069069,D
30,2287,4483,13.7,0.264,A2,63,0,3,11.81102362,44.947508,9.323072012,S
51,2288,1242,19.8,1.676,D2,84,0,5,20.07874016,64.960632,59.18738141,S
27,2289,4574,21.6,0.59,A2,66,0,3,10.62992126,70.866144,20.83565336,D
37,2291,2924,22.8,1.12,C2,6,0,4,14.56692913,74.803152,39.55242672,D
35,2294,1318,20.7,0.878,D2,83,0,4,13.77952756,67.913388,31.00627737,D
26,2298,1428,18,0.372,D2,50,0,3,10.23622047,59.05512,13.13705602,S
50,2298,1865,32.3,2.398,D2,3,0,5,19.68503937,105.971132,84.68457077,D
36,2300,2738,22.6,0.817,C2,43,0,4,14.17322835,74.146984,28.8520827,D
30,2301,4435,18.9,0.608,A2,65,0,3,11.81102362,62.007876,21.47131736,S
37,2302,2039,22.9,0.911,C2,97,0,4,14.56692913,75.131236,32.17166137,D
60,2302,2170,24.1,2.531,C2,98,0,6,23.62204724,79.068244,89.38142145,D
47,2302,3891,29.9,2.221,B2,9,0,5,18.50393701,98.097116,78.43387477,D
28,2304,4299,22.3,0.753,A2,94,0,3,11.02362205,73.162732,26.59194403,D
25,2308,2373,17.7,0.36,C2,84,0,3,9.842519685,58.070868,12.71328002,S
